Product No,Product Name,Product Remark,Unit price,Category name,Sub category Name,
14-02-00118-0,ROLLER COASTER CANISTER(CHEESE),1x100G,3.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00122-0,JACK&JILL CREAM-O SANDWICH (CHOCOLATE),1x132G,2.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00128-0,ROLLER COASTER CANISTER(BBQ),1x100G,3.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00131-1,J&J MAGIC TWIN CRACKER S/W (CHOC),10x15G,2.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00136-1,APOLLO WAFER (CHOC) 1011,12x12G,2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00143-1,APOLLO CHECKER WAFER BAR(1788A),24x18G,6.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00145-1,APOLLO WAFFLE (CHOC) 1600,36x18G,9.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00146-1,APOLLO WAFER (MILK) 1010,12x12G,2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00148-1,APOLLO WAFFLE (STRAWBERRY) 1606,36x18G,9.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00151-1,APOLLO ROKA PKT (WAFER CHOC) 1070P,80x6G,8.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00152-1,APOLLO TWINS LAYER CAKE(COCO/PAN) 2020,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00154-1,APOLLO STICK (GOLD) 1012A,30x11G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00156-1,APOLLO ROKA PEANUT BAR (A1080),24x18G,6.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00158-1,APOLLO STICK (CHOC) 1044A,30x11G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00163-1,APOLLO STICK (STRAWBERRY) 1042A,30x11G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00172-0,LEE COFFEE CREAM,1x930G,10,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00175-0,LEE LEMON PUFF,1x810G,9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00187-0,KERK BRAND SULTANA BISCUITS(5S),1x136G,3.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00191-0,KERK BRAND LINGO ASSORTED BISCUITS,1x600G,12.17,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00192-0,KERK BRAND CHEERIS ASSORTED BISCUITS,1x600G,12.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00193-0,KERK BRAND SWEET TIME ASSORTED BIS,1x600G,12,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00194-0,KERK BRAND ORCHESTRA ASSORTED BISCUITS,1x600G,12,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00201-0,WANG WANG SHELLY SENBEI,1x72G,3.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00202-0,WANG WANG BALL CAKE,1x45G,1.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00208-0,HUP SENG CORNEO CRACKERS,1x300G,4.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00210-0,HUP SENG FLYING FISH,1x120G,2.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00212-0,HUP SENG COCONUT COOKIES (TRAY),1x200G,3.1,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00213-0,HUP SENG NP SESAME BISCUIT,1x158G,4.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00215-0,HUP SENG CHEESE TEDDY NP-B,1x120G,2.36,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00216-0,HUP SENG BUTTER COOKIES,1x85G,1.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00217-0,HUP SENG DELUXE ORIGINAL CRACKERS,1x330G,4.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00221-0,HUP SENG PINEAPPLE JAM COOKIES,1x168G,3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00222-0,HUP SENG CHOCOLATE FUDGE,1x90G,1.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00223-0,HUP SENG PING PONG ASSORTED BISCUIT,1x300G,3.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00225-0,HUP SENG DELUXE SUGAR CRACKERS,1x320G,4.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00276-0,JULIE OAT 25 (TEN GRAINS),1x200G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00277-0,JULIE OAT 25 (STRAWBERRY),1x200G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00278-0,JULIE BUTTER CRACKERS,1x700G,13.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00279-0,JULIE LE-MOND PUFF (MANGO),1x180G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00283-0,JULIE PEANUT BUTTER SANDWICH,1x360G,7.99,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00284-0,JULIE CHEESE SANDWICH,1x330G,7.99,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00293-0,JULIE PEANUT BUTTER SANDWICH,1x135G,3.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00298-0,JULIE DARK CHOCOLATE SANDWICH,1x145G,3.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00304-0,JULIE CHEESE SANDWICH,1x125G,3.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00305-0,JULIE CHEESE CRACKERS,1x100G,2.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00306-0,JULIE CREAM CRACKERS,1x295G,3.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00308-0,JULIE BUTTER CRACKERS,1x360G,3.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00309-0,JULIE GOLDEN CRACKERS,1x340G,2.99,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00310-0,JULIE SUGAR CRACKERS,1x345G,2.99,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00311-0,JULIE BIG MARIE (MILK),1x190G,4.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00317-0,JULIE CHEESE CRACKERS,1x700G,13.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00330-0,SHOON FATT CREAM CRACKER SPECIAL(111),1x730G,8.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00331-0,SHOON FATT SUGAR CRACKER,1x400G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00332-0,SHOON FATT BIG MARIE,1x265G,3.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00333-0,SHOON FATT BIG MARIE(111),1x730G,8.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00334-0,SHOON FATT COCOA MARIE,1x265G,3.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00335-0,SHOON FATT CREAM CRACKER SPECIAL,1x400G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00336-0,SHOON FATT POPCORN CRACKERS,1x430G,4.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00337-0,SHOON FATT NAIYU JAGUNG,1x350G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00339-0,SHOON FATT JOYFUL ASSORTED BISCUITS,1x200G,3.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00341-0,SHOON FATT MERCETI BISCUITS,1x280G,3.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00389-0,ICE CREAM CONES,1x105G,2.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00395-0,JULIE LE-MOND PUFF (CHEESE),1x180G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00396-0,JULIE OSBORNE CRACKERS,1x136G,2.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00397-0,JULIE CHOCO FUDGE,1x160G,3.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00483-1,DELIO WAFER (MILK),24x16G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00484-1,DELIO WAFER (STRAWBERRY),24x16G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00485-1,DELIO WAFER (CHOCOLATE),24x16G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00519-0,MEIJI HELLO PANDA (STRAWBERRY),1x43G,2.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00520-0,MEIJI HELLO PANDA (CHOCOLATE/CHOCMILK),1x43G,2.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00521-0,MEIJI HELLO PANDA (DOUBLE CHOCOLATE),1x43G,2.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00532-0,LEE 4IN1 ASSORTED BISCUITS,1x620G,8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00543-0,LEE CHOCO CHIPS BISCUITS,1x160G,3.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00545-0,LEE SMALL MARIE,1x200G,2.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00547-0,LEE CHOCOLATE CREAM,1x730G,8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00552-0,LEE GOLDEN DEW,1x200G,3.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00553-0,LEE GIFT CLASSIC,1x200G,3.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00560-0,LEE MARIE BISCUITS,1x350G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00562-0,LEE CORN CRACKERS,1x330G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00563-0,LEE SUGAR CRACKERS,1x330G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00564-0,LEE SPECIAL CRACKERS,1x400G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00565-0,LEE CREAM CRACKERS,1x400G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00566-0,LEE SPRAY CHEESE,1x180G,2.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00572-0,ROMA KELAPA BISCUITS,1x300G,2.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00587-0,MEIJI HELLO PANDA (MILK/MATCHA),1x43G,2.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00614-0,QUAKER OAT COOKIES (CHOCOLATE CHIP),1x108G,3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00616-0,QUAKER OAT COOKIES (HONEY NUTS),1x108G,2.92,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00619-0,LEE MOO MOO BISCUITS (MILKY),1x160G,2.8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00620-0,LEE MOO MOO BISCUITS (CHOCO),1x160G,2.8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00642-0,SHOON FATT CHEESE CRACKERS,1x120G,2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00645-0,SHOON FATT CHOCOLATE SANDWICH+20%,1x200G,2.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00646-0,SHOON FATT CORN SANDWICH,1x200G,2.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00647-0,SHOON FAT TWIST WATER ROLL,1x70G,2.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00667-0,QUAKER OAT COOKIES (CHOCOLATE CHIP),1x270G,7.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00668-0,QUAKER OAT COOKIES (HONEY NUTS),1x270G,7.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00669-0,QUAKER OAT COOKIES (RAISINS),1x270G,7.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00690-1,DELIO WAFER (ORANGE),24x16G,5.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00693-0,JULIE FINGER LEMON,1x126G,3.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00720-0,MY BIZCUIT (BELLCO/ALMENTO),1x96\120G,3.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00726-0,LEE PEANUT CREAM,1x550G,8,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00746-0,HUP SENG PINEAPPLE JAM COOKIES,1x143G,3.68,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00747-0,SHOON FATT PINEAPPLE JAM SANDWICH,1x205G,2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00765-0,SHOON FATT LEMON PUFF+20%,1x200G,2.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00786-0,LEE BUTTER COCONUT,1x510G,5.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00792-0,JULIE OAT 25 (CHOC),1x200G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00803-0,JULIE LE-MOND PUFF (CHOC),1x170G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00804-0,JULIE CHIP CHOCO,1x200G,4.95,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00906-0,GERY DARK CHOCOLAT ROLL,1x(16G*10),5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00919-0,LEE BUTTER SHORTCAKE,1x670G,7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00932-0,ATIS LAYER BISCUIT(ASST),1x140G,3.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00933-0,HWA TAI PESTA TAWAR KECIL,1x500G,4.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00934-0,HWA TAI PESTA  BISKUT MASIN,1x420G,4.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00941-0,RITTER SPORT MACADAMIA (ASST),1x100G,10.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00947-0,SHOON FATT MEFAR (COCOA/COFFEE)+20%,1x120G,2.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00966-0,WIN 2 NUTRI 5 CEREAL CRISP,1x120G,2.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00969-0,WIN 2 MINI POCKET WAFER,1x120G,2.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00970-0,WIN 2 LOVER SANDWICH/STICK,1x120G,2.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00974-0,GRONA CUSHION PUFF PASTRY (ASST),1x288G,5.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00977-0,GRONA GRONUSKHY BISCUIT,1x210G,4.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00982-0,LUSH COCOA CREAM COOKIES (ASST),1x68G,1.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00987-0,APOLLO CHECKER STRAW CHOC WAFER (1733),1x(18G*24),6.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00989-0,BIKA FIKA STRAWBERRY  WAFER BAR,1x70G,1.7,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00992-0,MY BIZCUIT DIGESTIVE ASST,1x250G,3.4,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00993-0,NABATI CREAM WAFER(CHEESE/CHOC),1x(23G*18S),7.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-00996-0,NABATI SANDWICH WAFER(HAZE/KIAPA),1x(40G*10S),8.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01001-0,HF EUREKA POPCORN,1x80G,6.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01003-0,NABATI CREAM WAFER (ASST)+30%,1x(45G*10S),8.6,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01004-0,APOLLO ROKA CHOCOLATE BAR (A1080),1x108G,2.1,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01006-0,WISMO BISCUIT STICK (BUTTER MILK),1x(30G*24),12.99,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01007-0,APOLLO CHOC CRAMED WAFFLE A1600,1x108G,2.1,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01015-0,JULIE ASSORTED BISCUITS,1x285G,7.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01017-0,MAMEE MONSTER THIN THIN(ASST),1x(21G*4),3.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01019-0,APOLLO MINI BAR 1350G,1x300G,4.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01020-0,APOLLO BOYBOY WAFER (M/S/C) 1028 1034 103,1x(10G*15S),2.2,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01021-0,APOLLO MINI MILK CREAMED  WAFER 1351,1x(6G*80),7.3,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01022-0,MY BIZCUIT DIGESTIVE ASST (TIN),1x400G,10.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01024-0,WIN2 (CHOCO/VANILLA) LOVER SANDWICH CRACK,1x(26G*20S),6.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-02-01025-0,MAMEE MONSTER THIN THIN (ASST),1x100G,3.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00005-1,APOLLO LAYER CAKE (CHOCOLATE) 3020,24x18G,6.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00006-1,APOLLO LAYER CAKE (COCO) 3040,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00008-1,APOLLO LAYER CAKE (PANDAN) 3030,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00009-1,APOLLO LAYER CAKE (ORIGINAL)3010,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00010-1,APOLLO LAYER CAKE (STRAWBERRY) 3060,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00012-1,APOLLO LAYER CAKE (COCO/MILK) 2010,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00013-1,APOLLO LAYER CAKE (BLUEBERRY) 3080,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00014-1,APOLLO LAYER CAKE (BANANA) 3050,24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00016-1,LONDON ROLL (COCONUT),24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00018-1,LONDON ROLL (VANILA/CHEESE),24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00021-1,LONDON ROLL (CHOCOLATE),24x20G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00025-1,APOLLO CHECKER PANDAN (9030),24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00026-1,APOLLO CHECKER ORIGINAL (9010),24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00027-1,APOLLO CHECKER COCOA (9020),24x18G,5.9,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
,,,,,,
14-09-00091-1,APOLLO LAYER CAKE (STRAW) 3021,24x18G,6.5,11766,Foods/Beverages,BAKERY/BISCUIT/CONFECTIONERY
